,time,mp_concentration
187,2021-10-13,14.556985750766806
188,2021-09-21,14.636143288676104
189,2021-10-20,14.440974875347552
190,2022-11-29,14.374569145712451
191,2024-04-16,14.701937420792058
192,2022-08-28,14.526707086587674
193,2019-01-09,14.724592521895033
194,2021-01-11,14.692420963394143
195,2020-06-26,14.730581590601272
196,2020-09-27,14.578682172758517
197,2020-10-26,14.714750388818173
198,2024-03-27,14.49408600391021
199,2022-07-29,14.487248343646156
200,2020-01-17,14.662327307464553
201,2021-06-20,14.632351384057397
202,2024-05-04,14.629712340762282
203,2020-11-25,14.728739153074844
204,2020-08-24,14.657361135609085
205,2024-02-24,14.54403058631749
206,2019-01-18,14.609139729212
207,2021-10-31,14.47061900710057
208,2021-09-30,14.584423544469503
209,2019-09-28,14.763441196311202
210,2019-10-29,14.880496374494397
211,2021-07-23,14.668281209313442
212,2024-04-07,14.506799587339463
213,2021-11-23,14.548397392604194
214,2021-08-22,14.613220613658504
215,2024-05-15,14.665382237072688
216,2019-06-29,14.663879236169386
217,2020-01-06,14.597780834287658
218,2020-07-25,14.710888150484763
219,2019-01-14,14.651364421933856
220,2023-10-20,14.334700632433107
221,2023-09-21,14.502834906421597
222,2024-02-28,14.598883238815919
223,2020-08-28,14.635109688868747
224,2020-11-29,14.707041202089334
225,2018-08-30,14.712438550195799
226,2023-01-11,14.452570764310565
227,2022-06-26,14.528061775092581
228,2019-10-25,14.856537041681843
229,2019-09-24,14.790042630406466
230,2019-06-25,14.61239954398905
231,2022-10-26,14.548168043534515
232,2022-09-27,14.531199270365802
233,2024-05-19,14.685708680621513
234,2020-07-29,14.681774579579605
235,2022-01-17,14.518514737818709
236,2023-06-20,14.534700666162914
237,2018-10-23,14.67788787734543
238,2018-09-22,14.740868660873312
239,2022-08-24,14.466583992468003
240,2022-11-25,14.394701407048949
241,2019-07-26,14.71017411038116
242,2023-09-30,14.5670908707769
243,2023-10-31,14.37785801137166
244,2019-01-05,14.757236539479463
245,2018-08-21,14.827574841162674
246,2018-11-20,14.907310338727566
247,2023-07-23,14.517123353462651
248,2023-08-22,14.573654841151136
249,2023-11-23,14.551070073762864
250,2022-01-06,14.681455019875852
251,2024-05-08,14.653651796655463
252,2019-08-27,14.737304576330487
253,2019-11-26,14.455752600403923
254,2022-07-25,14.454245012519227
255,2019-08-14,14.625368469382545
256,2019-11-15,14.62520028006478
257,2022-07-16,14.48483864942072
258,2020-01-28,14.823720247798255
259,2022-09-05,14.542821152223379
260,2022-10-04,14.45768830655202
261,2019-06-07,14.632203071659005
262,2020-10-19,14.666006066542217
263,2020-09-18,14.554831398505613
264,2018-10-01,14.73051890185556
265,2023-06-02,14.627473893842206
266,2024-03-18,14.579431379719471
267,2023-08-11,14.526116894981698
268,2023-11-10,14.442016120123899
269,2018-11-13,14.960750200956765
270,2023-07-10,14.542841029142751
271,2023-09-03,14.598669179684217
272,2023-10-02,14.569642761425536
273,2020-06-19,14.69256621780494
274,2019-09-06,14.780339635765213
275,2019-10-07,14.700452767814332
276,2022-06-04,14.619822808877688
277,2024-04-29,14.617095083942296
278,2022-08-17,14.49012438097994
279,2022-11-16,14.383805797245358
280,2019-07-15,14.757296170237579
281,2023-06-13,14.553443072137151
282,2022-01-24,14.414049294567139
283,2018-10-10,14.62772923580645
284,2018-09-11,14.832218395326791
285,2020-09-09,14.541619363098256
286,2020-10-08,14.675057709825582
287,2023-11-01,14.385354667962595
288,2024-03-09,14.667582459147816
289,2022-07-07,14.520895381161987
290,2019-11-04,14.817466663164984
291,2019-08-05,14.755146404957781
292,2019-06-16,14.65378329012208
293,2022-10-15,14.558855710181595
294,2022-09-14,14.464142189372811
295,2022-06-15,14.634748846332451
296,2023-01-22,14.520880091224008
297,2019-10-16,14.742945034450813
298,2019-09-17,14.847671935641818
299,2019-07-04,14.71672126182362
300,2022-11-07,14.439552911115538
301,2022-08-06,14.511024197202966
302,2023-07-01,14.56807860077032
303,2018-11-02,14.855327607587732
304,2020-06-08,14.645924262001051
305,2019-01-27,14.60837370331927
306,2023-10-13,14.53053415806373
307,2023-09-12,14.549328549827095
308,2019-10-10,14.648733023607729
309,2022-06-13,14.586068741796007
310,2023-01-24,14.538212764916612
311,2019-09-11,14.809518953403678
312,2021-09-09,14.554170873184935
313,2021-10-08,14.646445648886123
314,2022-11-01,14.497165397419112
315,2019-07-02,14.696338245504275
316,2018-11-04,14.908045784744338
317,2023-07-07,14.562647614800301
318,2023-10-15,14.496746453118497
319,2019-01-21,14.594157118986715
320,2023-09-14,14.535217466066593
321,2018-10-16,14.68521022864341
322,2023-06-15,14.534365816521182
323,2022-01-22,14.43941377267993
324,2018-09-17,14.772879675025425
325,2023-11-07,14.44040303166715
326,2023-08-06,14.477884785628028
327,2019-11-02,14.85767920004885
328,2022-07-01,14.483801991625768
329,2019-08-03,14.748781203777266
330,2021-06-08,14.60868103107264
331,2022-10-13,14.550498230082463
332,2019-06-10,14.64679884645343
333,2022-09-12,14.440771519172436
334,2023-07-16,14.519895419218182
335,2018-11-15,14.940212756263834
336,2021-01-28,14.511068538023103
337,2023-09-05,14.59211897025416
338,2019-01-30,14.609110678329841
339,2023-10-04,14.548911134520278
340,2021-10-19,14.459633186662906
341,2021-09-18,14.618354974831735
342,2022-06-02,14.622692730236281
343,2019-10-01,14.726711707298874
344,2022-08-11,14.508232254528064
345,2019-07-13,14.7349315779562
346,2022-11-10,14.415836688316844
347,2019-08-12,14.643646061242231
348,2022-07-10,14.504707923823982
349,2019-11-13,14.658838143617823
350,2022-09-03,14.568488371108149
351,2019-06-01,14.622192749264379
352,2022-10-02,14.469375935142905
353,2021-06-19,14.637627941653832
354,2018-09-06,14.772298657382237
355,2023-06-04,14.61994207039392
356,2018-10-07,14.72312621684288
357,2023-08-17,14.585946422292178
358,2023-11-16,14.439750151315462
359,2023-08-24,14.552635763411878
360,2023-11-25,14.57447591082059
361,2022-09-30,14.491073886128415
362,2022-10-31,14.4979620031878
363,2019-08-21,14.631131247006701
364,2022-07-23,14.458622521762516
365,2019-11-20,14.625366940388748
366,2022-08-22,14.467576309442817
367,2019-07-20,14.722360190950148
368,2022-11-23,14.405607719809124
369,2023-01-06,14.4172999353814
370,2019-01-03,14.78111483562073
371,2018-08-27,14.752219910828666
372,2023-07-25,14.519332749500567
373,2018-11-26,14.871209266166161
374,2022-10-20,14.632469116579834
375,2019-06-23,14.610187089963539
376,2022-09-21,14.513883415604974
377,2021-08-28,14.615748040406375
378,2021-11-29,14.528002144334465
379,2019-08-30,14.781032269955645
380,2018-10-25,14.696304607640721
381,2022-01-11,14.59735577401185
382,2023-06-26,14.5545531216344
383,2018-09-24,14.72225927735949
384,2023-10-26,14.359834232482422
385,2019-01-12,14.686632192875424
386,2023-09-27,14.535189944178232
387,2019-07-31,14.728676464329132
388,2021-07-29,14.694452996151506
389,2019-10-23,14.83613109045553
390,2023-01-17,14.483690375078522
391,2022-06-20,14.591515017704003
392,2019-09-22,14.809719251591199
393,2023-12-25,14.431600614372838
394,2019-03-11,14.621249360091095
395,2021-03-09,14.67788940633923
396,2019-12-20,14.69607678756484
397,2022-04-23,14.62673997681923
398,2023-03-14,14.580698915577903
399,2023-02-06,14.69122681923801
400,2022-05-31,14.6257598917948
401,2022-12-23,14.48056205376809
402,2019-04-20,14.63217096278925
403,2018-12-26,14.800318997721922
404,2023-04-25,14.446089359601412
405,2022-03-12,14.590064002589829
406,2019-02-03,14.64185560950493
407,2021-12-29,14.742486336311453
408,2023-03-05,14.536431487142098
409,2019-12-31,14.612618190102145
410,2019-05-23,14.707061079008707
411,2023-05-26,14.631244392547742
412,2022-02-11,14.53818524302825
413,2021-03-18,14.579824331125524
414,2022-03-03,14.661359454390503
415,2019-02-12,14.689312519003082
416,2022-05-20,14.511533352137656
417,2023-02-17,14.586928036310407
418,2021-04-29,14.453408652911795
419,2019-04-02,14.740588855008303
420,2022-12-01,14.373115072610682
421,2023-02-24,14.614931557718315
422,2022-05-13,14.453056984338286
423,2019-02-21,14.670149639734433
424,2023-04-07,14.468082406389911
425,2022-03-30,14.607815620583048
426,2018-12-04,14.757915412725715
427,2023-12-07,14.66811607798327
428,2022-02-22,14.681789869517583
429,2023-05-15,14.619072072922934
430,2021-05-08,14.442691935382555
431,2019-05-10,14.596241137533207
432,2022-04-01,14.634530200219356
433,2019-12-02,14.501842589446783
434,2021-02-28,14.672819262905506
435,2018-12-15,14.758519365275871
436,2022-03-21,14.514655557472897
437,2023-04-16,14.381914431917398
438,2022-12-10,14.526858456973661
439,2019-04-13,14.725829477877506
440,2022-05-02,14.371622774663965
441,2019-05-01,14.605921197267493
442,2021-05-19,14.449628980243471
443,2019-12-13,14.766003789916423
444,2023-03-27,14.597184526706489
445,2022-04-10,14.598491816403664
446,2023-12-16,14.536417726197918
447,2019-03-22,14.691561668879743
448,2023-05-04,14.484083326484575
449,2020-02-28,14.542345635152243
450,2019-05-07,14.605610811526526
451,2023-03-21,14.546421932617353
452,2022-04-16,14.614093669117086
453,2019-12-15,14.754629605054102
454,2019-03-24,14.705672752640243
455,2023-12-10,14.634045509185432
456,2023-05-02,14.453789372367464
457,2020-05-19,14.557670739988248
458,2022-03-27,14.537867212318295
459,2023-04-10,14.431988978797497
460,2018-12-13,14.718803751376313
461,2019-04-15,14.67560356061142
462,2022-12-16,14.526531252300918
463,2022-05-04,14.35131773702831
464,2023-12-01,14.675773278922982
465,2022-02-24,14.722175182700607
466,2023-05-13,14.590265829771148
467,2019-05-16,14.590440135064105
468,2019-12-04,14.614326076174361
469,2022-04-07,14.577602703137226
470,2023-03-30,14.515378771539288
471,2022-12-07,14.44136323977221
472,2019-04-04,14.787412761074139
473,2023-02-22,14.586954029204971
474,2022-05-15,14.471051712345366
475,2020-05-08,14.613136518999621
476,2019-02-27,14.675358921603761
477,2018-12-02,14.81106476613332
478,2023-04-01,14.538090445412783
479,2020-12-29,14.418059845298941
480,2018-12-31,14.794504234308638
481,2022-03-05,14.630340757213204
482,2019-02-14,14.688737617335084
483,2024-01-28,14.57395299494172
484,2022-05-26,14.586056509845625
485,2023-02-11,14.615665474741292
486,2020-03-18,14.732549405619125
487,2023-03-03,14.558485693682512
488,2019-05-25,14.676143295422065
489,2023-05-20,14.63222141958458
490,2022-02-17,14.575058457457576
491,2019-03-06,14.631137362981892
492,2020-04-29,14.505587095257756
493,2019-04-26,14.653341410914496
494,2022-12-25,14.448370618347829
495,2020-03-09,14.591932433010822
496,2023-04-23,14.470553260367263
497,2022-03-14,14.60160331878232
498,2018-12-20,14.74806257669227
499,2019-02-05,14.655887185587943
500,2022-02-06,14.524187304808791
501,2023-05-31,14.64437692027761
502,2019-03-17,14.63338192587716
503,2023-12-23,14.468085464377507
504,2022-04-25,14.524243877579313
505,2023-03-12,14.53855067254594
506,2019-12-26,14.618744868250191
507,2022-12-29,14.430790247659969
508,2024-07-16,14.623513799905735
509,2020-03-05,14.556357334315882
510,2019-02-09,14.697884058233917
511,2020-05-26,14.649025061423123
512,2021-02-11,14.436360372065593
513,2022-03-18,14.555646352199876
514,2021-03-03,14.675686126276505
515,2021-05-20,14.451734404703132
516,2020-02-17,14.611694677848234
517,2022-04-29,14.397196724927065
518,2024-01-24,14.620370188657324
519,2019-02-18,14.69348973005885
520,2020-12-25,14.445931873240232
521,2022-03-09,14.611136595112013
522,2021-04-23,14.45479545028646
523,2020-03-14,14.664016845611194
524,2019-05-29,14.636111179806349
525,2020-02-06,14.736316846337067
526,2021-05-31,14.505784335457681
527,2021-12-23,14.715436907033414
528,2020-04-25,14.49309827391679
529,2021-03-12,14.577182229842812
530,2022-02-28,14.702636170957684
531,2021-03-21,14.587700178178329
532,2020-04-16,14.625755304813406
533,2019-12-08,14.649722282594949
534,2021-12-10,14.525834031129092
535,2021-05-02,14.43051808676395
536,2022-05-19,14.499556743718975
537,2020-03-27,14.664142223102619
538,2021-04-10,14.526185699702602
539,2019-04-08,14.80504053056973
540,2020-12-16,14.457685248564426
541,2020-05-04,14.590846847414337
542,2024-01-17,14.677137141390679
543,2021-12-01,14.512727496293788
544,2019-12-19,14.719143187999439
545,2020-02-24,14.537078251518595
546,2021-05-13,14.416969672721063
547,2020-04-07,14.535452931111465
548,2021-03-30,14.568557175829053
549,2019-03-28,14.773622766011188
550,2020-12-07,14.530846072798495
551,2024-01-06,14.56101464942418
552,2021-02-22,14.5596400839999
553,2020-05-15,14.580042977238618
554,2022-05-08,14.376088965547531
555,2019-04-19,14.623700337149074
556,2021-04-01,14.540382407115782
557,2020-12-01,14.668345427052952
558,2018-12-19,14.74601372500313
559,2021-02-24,14.601592615825735
560,2020-05-13,14.6022623151092
561,2021-04-07,14.511585337926782
562,2020-03-30,14.605474731078516
563,2021-12-07,14.516031651890975
564,2020-02-22,14.543727845545513
565,2021-05-15,14.432117414276517
566,2023-05-08,14.56039999391744
567,2020-04-01,14.529870574755456
568,2023-02-28,14.600392355694412
569,2020-03-21,14.76945167093061
570,2021-04-16,14.600771546156283
571,2018-12-08,14.659783061784903
572,2020-12-10,14.496573676819338
573,2024-01-11,14.635958280426562
574,2020-05-02,14.592259637683565
575,2023-05-19,14.63272292955028
576,2021-03-27,14.538461990905663
577,2020-04-10,14.579408444812504
578,2021-12-16,14.54858698783513
579,2021-05-04,14.420250893411282
580,2021-12-25,14.753580715308766
581,2023-03-09,14.500255493884598
582,2020-04-23,14.461125484609623
583,2021-03-14,14.57087971740801
584,2024-01-22,14.640468812130266
585,2021-02-06,14.448135153302957
586,2020-05-31,14.633687724636733
587,2020-12-23,14.457822858006233
588,2021-04-25,14.425831720773491
589,2020-03-12,14.638814440840976
590,2023-12-29,14.388498279211007
591,2021-03-05,14.670805578073717
592,2021-05-26,14.50266213012244
593,2020-02-11,14.682485561695612
594,2023-03-18,14.60590132034812
595,2020-03-03,14.547151262658934
596,2020-05-20,14.548177217497301
597,2021-02-17,14.48771162876691
598,2023-04-29,14.440539112115161
599,2020-12-22,14.462981683080232
600,2020-05-30,14.642182814177673
601,2021-02-07,14.449424095074557
602,2024-01-23,14.629982972664504
603,2020-03-13,14.649233004579632
604,2021-04-24,14.434167794959455
605,2023-03-08,14.490737507492886
606,2021-12-24,14.740373266882804
607,2020-02-01,14.792617455962073
608,2021-03-15,14.570832318600276
609,2020-04-22,14.471291764371632
610,2020-03-02,14.539857962243115
611,2023-04-28,14.429831568548707
612,2021-02-16,14.482540571742527
613,2020-05-21,14.571313951646603
614,2021-03-04,14.667810279223698
615,2023-12-28,14.392482837048245
616,2023-03-19,14.617003344314423
617,2020-02-10,14.691746677129284
618,2021-05-27,14.507337793156312
619,2021-05-14,14.420319698132186
620,2020-02-23,14.541438941830108
621,2021-12-06,14.512811590952671
622,2023-05-09,14.553363564459662
623,2024-01-01,14.424602409760007
624,2020-05-12,14.62030138393642
625,2021-02-25,14.618819788946288
626,2018-12-18,14.74640056043399
627,2020-03-31,14.521188947971176
628,2021-04-06,14.511189328533135
629,2020-04-11,14.591047145601857
630,2021-03-26,14.552345254590284
631,2023-05-18,14.628637458122382
632,2021-05-05,14.417223485691508
633,2021-12-17,14.562080358101294
634,2021-04-17,14.589868291383702
635,2020-03-20,14.758343530989118
636,2020-05-03,14.586556490817525
637,2024-01-10,14.632819256159545
638,2020-12-11,14.477819038894719
639,2018-12-09,14.657757145002732
640,2019-04-09,14.815604348719184
641,2021-04-11,14.54221872866702
642,2020-03-26,14.686003776424501
643,2022-05-18,14.501266158784988
644,2024-01-16,14.669545687184277
645,2020-05-05,14.598106509966602
646,2020-12-17,14.452676264882617
647,2020-04-17,14.616744944362583
648,2021-03-20,14.581357911904783
649,2021-05-03,14.420513880344515
650,2021-12-11,14.526384468896323
651,2019-12-09,14.678861846394671
652,2020-05-14,14.589940154092202
653,2021-02-23,14.578039995363415
654,2024-01-07,14.57151730782172
655,2020-12-06,14.542339519177052
656,2019-04-18,14.63300885139048
657,2022-05-09,14.388470757322645
658,2021-05-12,14.42689284246921
659,2020-02-25,14.532757315045828
660,2019-12-18,14.740191316620857
661,2019-03-29,14.764676623299877
662,2021-03-31,14.552229051061646
663,2020-04-06,14.496588966757317
664,2021-03-02,14.676767124891596
665,2022-04-28,14.434368093146976
666,2020-02-16,14.631397291927529
667,2021-05-21,14.462877711501976
668,2020-03-04,14.55179634581685
669,2022-12-28,14.44382033280538
670,2022-03-19,14.545431144636336
671,2021-02-10,14.435106597151345
672,2020-05-27,14.68041071711191
673,2019-02-08,14.672534870059103
674,2021-12-22,14.687407392730941
675,2021-05-30,14.505449485815948
676,2020-02-07,14.722684337635297
677,2019-05-28,14.65603243999874
678,2021-03-13,14.587414256338128
679,2020-04-24,14.461403761480835
680,2022-03-08,14.60668263617883
681,2020-12-24,14.451558570416378
682,2019-02-19,14.685685745714546
683,2024-01-25,14.60298705816939
684,2021-02-01,14.512401820614842
685,2020-03-15,14.695173152230302
686,2021-04-22,14.475135654779464
687,2019-05-24,14.68755264714174
688,2023-03-02,14.564243884325274
689,2020-04-28,14.489717668629709
690,2019-03-07,14.632591436083663
691,2022-02-16,14.562840268018833
692,2023-05-21,14.63785881971731
693,2024-01-29,14.569931741253333
694,2019-02-15,14.694394894387187
695,2018-12-30,14.789744476615883
696,2022-03-04,14.643039050704479
697,2020-12-28,14.419419120785243
698,2020-03-19,14.750215399959664
699,2023-02-10,14.623854765522658
700,2022-05-27,14.592788669537626
701,2019-03-16,14.604453363221543
702,2023-12-22,14.472316190216201
703,2023-05-30,14.639366407602004
704,2022-02-07,14.531804751909757
705,2023-03-13,14.565395216655066
706,2022-04-24,14.571573880592242
707,2019-12-27,14.605037438852326
708,2020-03-08,14.594296257422322
709,2019-04-27,14.645069554468044
710,2022-12-24,14.457972699398423
711,2023-02-01,14.609191715001128
712,2019-02-04,14.642610932441077
713,2022-03-15,14.602776057025284
714,2023-04-22,14.47084071120126
715,2018-12-21,14.756643289885892
716,2023-04-11,14.430392709272525
717,2022-03-26,14.519973397901873
718,2018-12-12,14.702339546160896
719,2020-05-18,14.561901465826944
720,2022-05-05,14.348891223871098
721,2019-04-14,14.703367029993062
722,2022-12-17,14.508551814231817
723,2022-04-17,14.628778125551786
724,2023-03-20,14.5976065289947
725,2019-12-14,14.740990980377141
726,2019-05-06,14.613795515326501
727,2020-02-29,14.537793820615997
728,2023-05-03,14.457269362251406
729,2019-03-25,14.734482053779628
730,2023-12-11,14.632394195883737
731,2022-05-14,14.457692893533414
732,2023-02-23,14.593595978262899
733,2022-12-06,14.429216913041966
734,2019-04-05,14.780176033428841
735,2018-12-03,14.788276642569933
736,2019-02-26,14.673167873491419
737,2020-05-09,14.603193472332102
738,2023-05-12,14.585689551334136
739,2022-02-25,14.729963877106934
740,2019-12-05,14.620325847837185
741,2023-03-31,14.530451592398647
742,2022-04-06,14.636528595113166
743,2019-05-17,14.657905457401124
744,2023-05-14,14.598397018788196
745,2022-02-23,14.701568933286772
746,2023-12-06,14.687757532310654
747,2019-12-03,14.57176806280457
748,2019-05-11,14.599210443488662
749,2021-05-09,14.425712459257257
750,2022-05-12,14.433836003305318
751,2023-02-25,14.608642806227694
752,2019-04-03,14.773205350704371
753,2022-03-31,14.623841004578479
754,2023-04-06,14.426709363213467
755,2018-12-05,14.751276521655383
756,2019-02-20,14.690564764923534
757,2019-12-12,14.725306561998636
758,2022-04-11,14.606150546337172
759,2023-03-26,14.608257499790632
760,2021-05-18,14.449445500987727
761,2023-05-05,14.508934062681284
762,2023-12-17,14.504542792493814
763,2019-03-23,14.69670673300956
764,2018-12-14,14.749704716031177
765,2023-04-17,14.378850328346475
766,2022-03-20,14.538974203827948
767,2022-05-03,14.371002003182031
768,2022-12-11,14.536362682421194
769,2019-04-12,14.73419307395183
770,2022-12-22,14.485249948752346
771,2019-04-21,14.659339653583523
772,2022-05-30,14.600448928464932
773,2023-02-07,14.677260989888305
774,2019-02-02,14.637618767691045
775,2018-12-27,14.799040758906905
776,2022-03-13,14.580029216294438
777,2023-04-24,14.452865860113553
778,2021-03-08,14.690537243035173
779,2023-12-24,14.444675040338387
780,2019-03-10,14.622931253268748
781,2022-02-01,14.47570596946607
782,2019-12-21,14.666114625101866
783,2023-03-15,14.608601523395151
784,2022-04-22,14.611358299212704
785,2019-02-13,14.694474402064676
786,2022-03-02,14.683055876382216
787,2021-04-28,14.445176550304087
788,2019-04-30,14.607038891733733
789,2023-02-16,14.59314339609873
790,2022-05-21,14.529612174803617
791,2019-05-22,14.751646538154466
792,2023-03-04,14.540825815317165
793,2019-12-30,14.617136366774837
794,2021-12-28,14.742880816711303
795,2019-03-01,14.670978354372876
796,2021-03-19,14.576379508098933
797,2022-02-10,14.536977337927937
798,2023-05-27,14.632146498888483
799,2023-01-07,14.42865577231815
800,2022-06-30,14.491878136866093
801,2019-07-21,14.724175106588216
802,2022-11-22,14.409112173593831
803,2022-08-23,14.462836428669434
804,2023-07-24,14.5158711075422
805,2018-11-27,14.88313694678331
806,2018-08-26,14.755874206005565
807,2019-01-02,14.786081007476197
808,2022-01-01,14.699394704106208
809,2023-11-24,14.569502093996133
810,2023-08-25,14.539544518514553
811,2022-07-22,14.461948083272874
812,2019-11-21,14.556733466790158
813,2019-08-20,14.620449696334813
814,2022-10-30,14.516790032814717
815,2023-09-26,14.526645926835759
816,2023-10-27,14.335104286795744
817,2019-01-13,14.670478373400973
818,2019-09-23,14.798760953041896
819,2019-10-22,14.864128495888245
820,2022-06-21,14.57287811230182
